timestamp,tweet_text,username,all_hashtags,followers_count
2019-06-21 18:41:39,"b""Women's World Cup knockout stage power rankings (via @ZacWassink) @FIFAWWC @fifa #WorldCup2019 #soccer #WorldCup #fifa #FIFAWomensWorldCup19 #FIFAWFC2019 #FIFA19 #YBOriginals https://t.co/TCOqStSJC7 https://t.co/YtdJhUxzAv""",b'yardbarker',"['WorldCup2019', 'soccer', 'WorldCup', 'fifa', 'FIFAWomensWorldCup19', 'FIFAWFC2019', 'FIFA19', 'YBOriginals']",17127
2019-06-20 16:00:44,"b""Biggest upsets in Women's World Cup history (via @ChrisXMorgan) @FIFAWWC #fifa @fifa #WorldCup #WorldCup2019 #soccer #YBOriginals https://t.co/lhJ8wP92M0 https://t.co/JHWF1AzD1O""",b'yardbarker',"['fifa', 'WorldCup', 'WorldCup2019', 'soccer', 'YBOriginals']",17127
2019-06-19 20:46:14,"b""Biggest upsets in Women's World Cup history (via @ChrisXMorgan) @FIFAWWC #fifa @fifa #WorldCup #WorldCup2019 #soccer #YBOriginals https://t.co/GaRoPQIDC4 https://t.co/OQPmubBUnU""",b'yardbarker',"['fifa', 'WorldCup', 'WorldCup2019', 'soccer', 'YBOriginals']",17127
