timestamp,tweet_text,username,all_hashtags,followers_count
2019-06-23 15:37:22,"b'Seven months after the former housing authority director was ordered by @HUDgov to pay $500,000, he\xe2\x80\x99s paid $0. https://t.co/novKzpd8XZ'",b'MollyParkerSI',[],3165
2019-06-19 15:47:04,"b'To clarify bad reporting, @HUDgov policy allows EVERY public housing authority to go up to $161,900 for an Executive Director salary out of our operating subsidy. So HUD did not \xe2\x80\x9cagree\xe2\x80\x9d to contribute to Russ\xe2\x80\x99 $402K. Lastly, Russ is a selection ultimately made by @NYCMayor. Period https://t.co/vWtLZBK3Yf'",b'LynnePattonHUD',[],12416
2019-06-19 15:27:22,"b'@THECITYNY @NYCHA To clarify your reporting, @HUDgov policy allows EVERY public housing authority to go up to $161,900 for an Executive Director salary out of our operating subsidy.  So, no, HUD did not \xe2\x80\x9cagree\xe2\x80\x9d to contribute to Russ\xe2\x80\x99 $402K.  This is also a selection ultimately made by @NYCMayor.'",b'LynnePatton',[],82803
2019-06-19 15:26:47,"b'@Gregbsmithnyc @NYCHA To clarify your reporting, @HUDgov policy allows EVERY public housing authority to go up to $161,900 for an Executive Director salary out of our operating subsidy.  So, no, HUD did not \xe2\x80\x9cagree\xe2\x80\x9d to contribute to Russ\xe2\x80\x99 $402K.  This is also a selection ultimately made by @NYCMayor.'",b'LynnePattonHUD',[],12416
